bean type;broad bean origin;year;cacao percentage;company location;company;Number of Records;reference;rating;review year;specific bean origin
Trinitario;Belize;1-1-2015 00:00:00;1;U.S.A.;Dandelion;1;1446;3;2015;Maya Mtn., Break Bar- Snark
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Dandelion;1;1219;3,5;2014;Maya Mountain
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Dandelion;1;1295;3,5;2014;Camino Verde P., Balao, Guayas, 2013
;Liberia;1-1-2014 00:00:00;1;U.S.A.;Dandelion;1;1303;2,75;2014;Buto
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Dandelion;1;1387;3,75;2014;San Francisco de Macoris, Cibao region
;Venezuela;1-1-2013 00:00:00;1;U.S.A.;Dandelion;1;1026;2,75;2013;Cumboto, farmer Jose Lugo
;Venezuela;1-1-2013 00:00:00;1;U.S.A.;Dandelion;1;1026;3,25;2013;Patanemo
;Venezuela;1-1-2013 00:00:00;1;U.S.A.;Dandelion;1;1085;3,5;2013;Mantuano, 2012
;Papua New Guinea;1-1-2013 00:00:00;1;U.S.A.;Dandelion;1;1153;3,5;2013;Papua New Guinea
;Costa Rica;1-1-2012 00:00:00;1;U.S.A.;Dandelion;1;805;3;2012;Upala
;Colombia;1-1-2012 00:00:00;1;U.S.A.;Dandelion;1;805;3,25;2012;Colombian
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Dandelion;1;915;3,75;2012;Elvesia, 2011
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Dandelion;1;654;3,25;2011;Dominican Republic
Trinitario;Madagascar;1-1-2011 00:00:00;1;U.S.A.;Dandelion;1;654;3,25;2011;Madagascar
;Tanzania;1-1-2011 00:00:00;1;U.S.A.;Dandelion;1;654;3,25;2011;Tanzania
;Guatemala;1-1-2014 00:00:00;1;Guatemala;Danta;1;1223;3,25;2014;Los Ujuxtes
Trinitario;Venezuela;1-1-2012 00:00:00;1;Guatemala;Danta;1;987;3;2012;Chuao
;Guatemala;1-1-2012 00:00:00;1;Guatemala;Danta;1;987;3,75;2012;Los Ujuxtes
Trinitario;Madagascar;1-1-2012 00:00:00;1;Guatemala;Danta;1;987;3,75;2012;Sambirano
Criollo;Guatemala;1-1-2012 00:00:00;1;Guatemala;Danta;1;987;4;2012;Las Acacias E.
;Guatemala;1-1-2012 00:00:00;1;Guatemala;Danta;1;991;3,25;2012;Oscuro, Finca Chimelb
;Guatemala;1-1-2011 00:00:00;1;Guatemala;Danta;1;661;3,5;2011;Los Ujuxtes
Criollo;Guatemala;1-1-2009 00:00:00;1;Guatemala;Danta;1;423;3;2009;Las Acacias E.
Criollo;Guatemala;1-1-2009 00:00:00;1;Guatemala;Danta;1;423;3,25;2009;Las Acacias E.
;Venezuela;1-1-2016 00:00:00;1;U.S.A.;DAR;1;1920;2,75;2016;Venezuela, batch 122
Trinitario;Vietnam;1-1-2016 00:00:00;1;U.S.A.;DAR;1;1920;3;2016;Vietnam
;Ecuador, Costa Rica;1-1-2016 00:00:00;1;U.S.A.;DAR;1;1920;3,25;2016;DUO, batch 002
;Bolivia;1-1-2016 00:00:00;1;U.S.A.;Dark Forest;1;1708;3,25;2016;Bolivia
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Dark Forest;1;1550;3;2015;Madagascar
;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Dark Forest;1;1550;3,25;2015;Ocumare
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;Dark Forest;1;1554;3;2015;Tanzania
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Dark Forest;1;1554;3,25;2015;Ecuador
Forastero;Ghana;1-1-2013 00:00:00;1;U.S.A.;Davis;1;1093;2,5;2013;Ghana
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Davis;1;1093;2,75;2013;Rainforest
;Venezuela;1-1-2013 00:00:00;1;U.S.A.;Davis;1;1093;2,75;2013;Venezuela
Forastero;West Africa;1-1-2012 00:00:00;1;U.S.A.;Davis;1;907;3,25;2012;West Africa
;Brazil;1-1-2015 00:00:00;1;Brazil;De Mendes;1;1462;3,5;2015;Nativo, Varzea
;Brazil;1-1-2015 00:00:00;1;Brazil;De Mendes;1;1462;3,5;2015;Selvagem, Jari
Forastero;Uganda;1-1-2016 00:00:00;1;South Africa;De Villiers;1;1832;2,5;2016;Bundibugyo District
;Madagascar;1-1-2016 00:00:00;1;South Africa;De Villiers;1;1832;3;2016;Sambirano Valley, batch 2477
Trinitario;Madagascar;1-1-2007 00:00:00;1;U.S.A.;Dean and Deluca (Belcolade);1;170;2,5;2007;Madagascar
;Costa Rica;1-1-2007 00:00:00;1;U.S.A.;Dean and Deluca (Belcolade);1;175;3;2007;Costa Rica
;Ecuador;1-1-2007 00:00:00;1;U.S.A.;Dean and Deluca (Belcolade);1;175;3;2007;Ecuador
Forastero;Ghana;1-1-2007 00:00:00;1;U.S.A.;Dean and Deluca (Belcolade);1;175;3;2007;Ghana
;Papua New Guinea;1-1-2007 00:00:00;1;U.S.A.;Dean and Deluca (Belcolade);1;180;3;2007;Papua New Guinea
;Peru;1-1-2007 00:00:00;1;U.S.A.;Dean and Deluca (Belcolade);1;180;3;2007;Peru
;Papua New Guinea;1-1-2009 00:00:00;1;France;Debauve & Gallais (Michel Cluizel);1;423;3;2009;Papua New Guinea
;Venezuela;1-1-2008 00:00:00;1;France;Debauve & Gallais (Michel Cluizel);1;263;3,75;2008;Venezuela
;Tanzania;1-1-2016 00:00:00;1;Canada;Desbarres;1;1916;2,5;2016;Kilombero, batch 41
;Bolivia;1-1-2008 00:00:00;1;U.S.A.;DeVries;1;241;2,75;2008;Bolivian
Trinitario;Costa Rica;1-1-2007 00:00:00;1;U.S.A.;DeVries;1;166;3,5;2007;Costa Rica
;Dominican Republic;1-1-2007 00:00:00;1;U.S.A.;DeVries;1;166;3,5;2007;Dominican Republic
;Guatemala;1-1-2017 00:00:00;1;U.S.A.;Dick Taylor;1;1952;3,75;2017;Lanquin Estate
Trinitario;Vietnam;1-1-2016 00:00:00;1;U.S.A.;Dick Taylor;1;1864;3,5;2016;Tien Giang
;Bolivia;1-1-2015 00:00:00;1;U.S.A.;Dick Taylor;1;1634;3,75;2015;Alto Beni, Wild Harvest, Limited Ed.
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Dick Taylor;1;1235;3,5;2014;Elvesia
;Ecuador;1-1-2013 00:00:00;1;U.S.A.;Dick Taylor;1;1034;3,25;2013;Ecuador, Choc. Garage Exclusive
;Ecuador;1-1-2013 00:00:00;1;U.S.A.;Dick Taylor;1;1193;3,5;2013;Camino Verde
;Bolivia;1-1-2012 00:00:00;1;U.S.A.;Dick Taylor;1;895;2,75;2012;Bolivia
Trinitario;Belize;1-1-2012 00:00:00;1;U.S.A.;Dick Taylor;1;955;2,75;2012;Belize
Trinitario;Madagascar;1-1-2011 00:00:00;1;U.S.A.;Dick Taylor;1;661;2,75;2011;Sambirano
Trinitario;Madagascar;1-1-2011 00:00:00;1;U.S.A.;Dick Taylor;1;661;3;2011;Sambirano
Criollo;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Dick Taylor;1;682;2,75;2011;Mantuano
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Dick Taylor;1;769;3;2011;La Red
;Ecuador;1-1-2011 00:00:00;1;U.S.A.;Dick Taylor;1;769;3,25;2011;Ecuador
;Venezuela;1-1-2015 00:00:00;1;U.K.;Doble & Bignall;1;1688;3;2015;Puerto Cabello
;Panama;1-1-2014 00:00:00;1;U.K.;Doble & Bignall;1;1371;3,25;2014;Panama, Raven
Trinitario;Venezuela;1-1-2014 00:00:00;1;U.K.;Doble & Bignall;1;1371;3,25;2014;Puerto Cabello, Mantuano
Criollo, Trinitario;Nicaragua;1-1-2014 00:00:00;1;U.K.;Doble & Bignall;1;1407;3,5;2014;Johe
;Hawaii;1-1-2009 00:00:00;1;U.S.A.;Dole (Guittard);1;311;3,75;2009;O'ahu, N. Shore, Waialua Estate
Forastero;West Africa;1-1-2008 00:00:00;1;Belgium;Dolfin (Belcolade);1;304;3;2008;Africa
;;1-1-2006 00:00:00;1;Belgium;Dolfin (Belcolade);1;63;1,5;2006;Noir
;Ecuador;1-1-2015 00:00:00;1;Italy;Domori;1;1672;3,75;2015;Hacienda Victoria
Criollo (Ocumare 77);Venezuela;1-1-2015 00:00:00;1;Italy;Domori;1;1672;3,75;2015;Ocumare 77
Criollo;Venezuela;1-1-2013 00:00:00;1;Italy;Domori;1;1109;3;2013;IL100, H. San Jose
;Tanzania;1-1-2012 00:00:00;1;Italy;Domori;1;863;3,5;2012;Morogoro
Criollo;Venezuela;1-1-2012 00:00:00;1;Italy;Domori;1;863;3,75;2012;Guasare
Criollo;Venezuela;1-1-2011 00:00:00;1;Italy;Domori;1;693;3,5;2011;Canoabo, Hacienda San Jose
Trinitario;Venezuela;1-1-2010 00:00:00;1;Italy;Domori;1;470;3;2010;Chuao, Hacienda San Jose
Trinitario;Venezuela;1-1-2008 00:00:00;1;Italy;Domori;1;227;3;2008;Carupano, H. San Jose
;Colombia;1-1-2008 00:00:00;1;Italy;Domori;1;272;3;2008;Teyuna
Blend;;1-1-2008 00:00:00;1;Italy;Domori;1;272;3,5;2008;Blend No. 1
Blend;;1-1-2008 00:00:00;1;Italy;Domori;1;272;3,75;2008;Ilblend
Criollo (Porcelana);Venezuela;1-1-2007 00:00:00;1;Italy;Domori;1;111;4;2007;Porcelana
Criollo (Ocumare 61);Venezuela;1-1-2007 00:00:00;1;Italy;Domori;1;129;3,25;2007;Ocumare 61, Puertomar
Trinitario;Venezuela;1-1-2007 00:00:00;1;Italy;Domori;1;135;3,25;2007;Granella
Trinitario;Madagascar;1-1-2007 00:00:00;1;Italy;Domori;1;135;3,5;2007;Madagascar
Criollo;Madagascar;1-1-2007 00:00:00;1;Italy;Domori;1;192;3,5;2007;Madagared
Criollo;Indonesia;1-1-2007 00:00:00;1;Italy;Domori;1;192;3,75;2007;Java, Javablond
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;Italy;Domori;1;192;4;2007;Ecuador
Criollo (Ocumare 67);Venezuela;1-1-2007 00:00:00;1;Italy;Domori;1;192;4;2007;Ocumare 67, Puertofino
Trinitario;Venezuela;1-1-2006 00:00:00;1;Italy;Domori;1;87;3;2006;Sur del Lago Classificado
Trinitario;Peru;1-1-2006 00:00:00;1;Italy;Domori;1;87;3,25;2006;Apurimac
Trinitario;Venezuela;1-1-2006 00:00:00;1;Italy;Domori;1;87;3,5;2006;Carenero Superior
Trinitario;Grenada;1-1-2016 00:00:00;1;U.K.;Dormouse;1;1880;2,75;2016;Non Pariel Estate
Trinitario;Venezuela;1-1-2015 00:00:00;1;U.K.;Dormouse;1;1672;2,5;2015;Rio Caribe, Batch 7
Criollo, Trinitario;Colombia;1-1-2015 00:00:00;1;U.K.;Dormouse;1;1676;2,75;2015;Colombia, Batch 9
Criollo, Trinitario;Madagascar;1-1-2015 00:00:00;1;U.K.;Dormouse;1;1676;2,75;2015;Madagascar, Batch 8
Criollo;Guatemala;1-1-2015 00:00:00;1;U.K.;Duffy's;1;1662;4;2015;Rio Dulce, Xoco
Criollo;Nicaragua;1-1-2014 00:00:00;1;U.K.;Duffy's;1;1331;3,5;2014;Chuno, Xoco
Criollo;Nicaragua;1-1-2014 00:00:00;1;U.K.;Duffy's;1;1331;3,75;2014;Rico Rugoso, Xoco
;Venezuela;1-1-2012 00:00:00;1;U.K.;Duffy's;1;923;3,75;2012;Ocumare
Criollo;Honduras;1-1-2011 00:00:00;1;U.K.;Duffy's;1;623;3,75;2011;Indio Rojo, Xoco
;Dominican Republic;1-1-2011 00:00:00;1;U.K.;Duffy's;1;661;3,5;2011;Dominican Republic
;Panama;1-1-2011 00:00:00;1;U.K.;Duffy's;1;697;3;2011;Bocas del Toro, Tierra Oscura
Criollo;Nicaragua;1-1-2011 00:00:00;1;U.K.;Duffy's;1;697;3,25;2011;Nicaliso, Xoco
;Venezuela;1-1-2011 00:00:00;1;U.K.;Duffy's;1;765;3,5;2011;Ocumare
;Panama;1-1-2010 00:00:00;1;U.K.;Duffy's;1;516;3,5;2010;Panama
;Ecuador;1-1-2010 00:00:00;1;U.K.;Duffy's;1;516;3,75;2010;Corazon del Ecuador, Calceta beans
;Ecuador;1-1-2010 00:00:00;1;U.K.;Duffy's;1;523;2,5;2010;Star of Ecuador
;Peru;1-1-2010 00:00:00;1;U.K.;Duffy's;1;523;3,75;2010;Star of Peru
;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Dulcinea;1;1506;3,25;2015;Dominican Republic
Trinitario;Madagascar;1-1-2012 00:00:00;1;France;Durand;1;841;2,75;2012;Madagascar
Forastero (Nacional);Peru;1-1-2015 00:00:00;1;U.S.A.;Durci;1;1626;3,5;2015;Maranon, Joya Rara
Trinitario;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Durci;1;1626;3,5;2015;Rio Caribe, Tepui Treasure
;Domincan Republic;1-1-2015 00:00:00;1;U.S.A.;Durci;1;1630;3,25;2015;Taino Secret
Trinitario;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Durci;1;1630;3,25;2015;Carenero, Empyrean Sabor
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Durci;1;1630;4;2015;Corona Arriba
;Peru;1-1-2014 00:00:00;1;Canada;East Van Roasters;1;1343;3,25;2014;Peru
Trinitario;Madagascar;1-1-2014 00:00:00;1;Canada;East Van Roasters;1;1343;3,5;2014;Madagascar
;Dominican Republic;1-1-2014 00:00:00;1;Canada;East Van Roasters;1;1343;3,75;2014;Dominican Republic
;Colombia;1-1-2016 00:00:00;1;Canada;Eau de Rose;1;1812;3,25;2016;Tumaco
;Colombia;1-1-2016 00:00:00;1;Canada;Eau de Rose;1;1812;3,25;2016;Arauca
Forastero (Nacional);Peru;1-1-2012 00:00:00;1;U.S.A.;Eclat (Felchlin);1;919;2,75;2012;Maranon, Good & Evil, w/ nibs
Criollo;Venezuela;1-1-2016 00:00:00;1;Germany;Edelmond;1;1876;3;2016;Porcelana
;Bolivia;1-1-2011 00:00:00;1;Bolivia;El Ceibo;1;709;3,75;2011;Alto Beni, Covendo Region
;Bolivia;1-1-2008 00:00:00;1;Bolivia;El Ceibo;1;252;2,75;2008;Alto Beni
;Venezuela;1-1-2015 00:00:00;1;Venezuela;El Rey;1;1662;3,75;2015;San Joaquin
Trinitario;Venezuela;1-1-2009 00:00:00;1;Venezuela;El Rey;1;439;2,75;2009;Rio Caribe, Cariaco
Trinitario;Venezuela;1-1-2009 00:00:00;1;Venezuela;El Rey;1;439;3;2009;Rio Caribe, Macuro
Criollo;Venezuela;1-1-2008 00:00:00;1;Venezuela;El Rey;1;206;2,5;2008;Carenero Superior, Apamate
Criollo;Venezuela;1-1-2008 00:00:00;1;Venezuela;El Rey;1;206;2,5;2008;Carenero Superior, Bucare
Criollo;Venezuela;1-1-2008 00:00:00;1;Venezuela;El Rey;1;206;3;2008;Carenero Superior, Mijao
Criollo;Venezuela;1-1-2006 00:00:00;1;Venezuela;El Rey;1;32;2,75;2006;Carenero Superior, Gran Saman
;St. Lucia;1-1-2013 00:00:00;1;St. Lucia;Emerald Estate;1;1137;2,75;2013;Emerald Estate
;St. Lucia;1-1-2013 00:00:00;1;St. Lucia;Emerald Estate;1;1137;3,25;2013;Emerald Estate
;Venezuela;1-1-2015 00:00:00;1;Japan;Emily's;1;1450;3;2015;Patanemo
Criollo;Peru;1-1-2015 00:00:00;1;Japan;Emily's;1;1454;3,5;2015;Peru
;Honduras;1-1-2016 00:00:00;1;U.S.A.;ENNA;1;1916;3,25;2016;Wampusirpi, batch 007
Forastero;Sao Tome & Principe;1-1-2010 00:00:00;1;Spain;Enric Rovira (Claudio Corallo);1;565;3,25;2010;Terreiro Velho P.
Trinitario;Vietnam;1-1-2014 00:00:00;1;France;Erithaj (A. Morin);1;1205;3,25;2014;Ben Tre
Trinitario;Vietnam;1-1-2014 00:00:00;1;France;Erithaj (A. Morin);1;1209;3;2014;Ham Luong
Trinitario;Vietnam;1-1-2014 00:00:00;1;France;Erithaj (A. Morin);1;1209;3,25;2014;Ba Lai
Trinitario;Venezuela;1-1-2012 00:00:00;1;U.S.A.;Escazu;1;903;2,75;2012;Rio Caribe
;Costa Rica;1-1-2009 00:00:00;1;U.S.A.;Escazu;1;414;2;2009;Guapiles
Criollo;Venezuela;1-1-2009 00:00:00;1;U.S.A.;Escazu;1;423;3,5;2009;Carenero Superior
;Cost Rica, Ven;1-1-2009 00:00:00;1;U.S.A.;Escazu;1;431;2,75;2009;Carenero, Guapiles, Ocumare blend
Criollo;Venezuela;1-1-2008 00:00:00;1;U.S.A.;Escazu;1;252;3;2008;Ocumare
;Peru, Madagascar;1-1-2011 00:00:00;1;U.S.A.;Ethel's Artisan (Mars);1;666;2,5;2011;Peru, Madagascar
Trinitario;Trinidad;1-1-2011 00:00:00;1;U.S.A.;Ethel's Artisan (Mars);1;666;2,5;2011;Trinidad
Criollo (Porcelana);Venezuela;1-1-2011 00:00:00;1;U.S.A.;Ethel's Artisan (Mars);1;666;2,5;2011;Porcelana
;;1-1-2011 00:00:00;1;U.S.A.;Ethel's Artisan (Mars);1;666;2,75;2011;Red Vanilla
;Venezuela, Trinidad;1-1-2011 00:00:00;1;U.S.A.;Ethel's Artisan (Mars);1;672;2,5;2011;Venezuela, Trinidad
Trinitario;Belize;1-1-2014 00:00:00;1;U.S.A.;Ethereal;1;1275;3;2014;Belize
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Ethereal;1;1275;3,5;2014;Ecuador
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Ethereal;1;1275;3,75;2014;Dominican Republic
;Brazil;1-1-2010 00:00:00;1;U.S.A.;Fearless (AMMA);1;565;2,75;2010;Monte Alegre, D. Badaro, Raw, Organic
;Jamaica;1-1-2016 00:00:00;1;Portugal;Feitoria Cacao;1;1732;3;2016;Blue Mountain
;Venezuela;1-1-2016 00:00:00;1;Portugal;Feitoria Cacao;1;1736;2,5;2016;Cuyagua
Trinitario;Belize;1-1-2016 00:00:00;1;Portugal;Feitoria Cacao;1;1736;2,75;2016;Maya Mountain
Trinitario;Grenada;1-1-2010 00:00:00;1;Switzerland;Felchlin;1;494;3,5;2010;Grenada
;;1-1-2006 00:00:00;1;Switzerland;Felchlin;1;105;2;2006;Supremo- SF
Trinitario, Criollo;Dominican Republic;1-1-2006 00:00:00;1;Switzerland;Felchlin;1;105;3;2006;Elvesia P.
Criollo;Madagascar;1-1-2006 00:00:00;1;Switzerland;Felchlin;1;48;3;2006;Madagascar, Grand Cru
Criollo;Venezuela;1-1-2006 00:00:00;1;Switzerland;Felchlin;1;48;3;2006;Maracaibo Clasificado
Forastero (Arriba);Ecuador;1-1-2006 00:00:00;1;Switzerland;Felchlin;1;48;3,5;2006;Arriba
Criollo (Wild);Bolivia;1-1-2006 00:00:00;1;Switzerland;Felchlin;1;56;4;2006;Alto Beni, Cru Savage
;Puerto Rico;1-1-2014 00:00:00;1;U.S.A.;Finca;1;1283;2,25;2014;Puerto Rico
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Finca;1;1283;3;2014;Dominican Republic
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Finca;1;1283;3,25;2014;Dominican Republic
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Finca;1;1287;2,5;2014;Dominican Republic
Criollo;Peru;1-1-2014 00:00:00;1;U.K.;Forever Cacao;1;1267;2,75;2014;Rio Eni
;Domincan Republic;1-1-2016 00:00:00;1;Puerto Rico;Forteza (Cortes);1;1776;2,75;2016;Dominican Republic
;Domincan Republic;1-1-2016 00:00:00;1;Puerto Rico;Forteza (Cortes);1;1776;2,75;2016;Puerto Rico
;Madagascar;1-1-2016 00:00:00;1;Singapore;Fossa;1;1772;2,75;2016;Akesson's E., Sambirano V.
;Ecuador;1-1-2016 00:00:00;1;Singapore;Fossa;1;1776;3,5;2016;Camino Verde P., Balao, Guayas
Trinitario;Tanzania;1-1-2016 00:00:00;1;Singapore;Fossa;1;1776;3,75;2016;Kokoa Kamili Coop, Kilombero
;Venezuela;1-1-2014 00:00:00;1;Venezuela;Franceschi;1;1355;3,5;2014;Choroni
;Venezuela;1-1-2014 00:00:00;1;Venezuela;Franceschi;1;1355;3,75;2014;Ocumare
;Venezuela;1-1-2012 00:00:00;1;Venezuela;Franceschi;1;911;3,75;2012;Canoabo
;Venezuela;1-1-2012 00:00:00;1;Venezuela;Franceschi;1;915;3,5;2012;Sur del Lago
;Costa Rica;1-1-2015 00:00:00;1;Belgium;Frederic Blondeel;1;1538;3,5;2015;Costa Rica
;Peru;1-1-2015 00:00:00;1;Belgium;Frederic Blondeel;1;1538;3,5;2015;Peru Brutus
Trinitario;Vietnam;1-1-2015 00:00:00;1;Belgium;Frederic Blondeel;1;1542;3;2015;Vietnam
Forastero;Ghana;1-1-2014 00:00:00;1;Belgium;Frederic Blondeel;1;1351;3,5;2014;Ghana
Trinitario;Madagascar;1-1-2014 00:00:00;1;Belgium;Frederic Blondeel;1;1351;3,5;2014;Madagascar
;Peru;1-1-2017 00:00:00;1;U.S.A.;French Broad;1;1940;3,5;2017;Norandino, batch 161208
;Guatemala;1-1-2015 00:00:00;1;U.S.A.;French Broad;1;1634;3,5;2015;Guatemala
;Costa Rica;1-1-2014 00:00:00;1;U.S.A.;French Broad;1;1209;3;2014;San Andres
;Nicaragua;1-1-2014 00:00:00;1;U.S.A.;French Broad;1;1295;3,25;2014;Matagalpa
;Peru;1-1-2013 00:00:00;1;U.S.A.;French Broad;1;1042;3,5;2013;Palo Blanco, Chulucanas
Criollo;Peru;1-1-2012 00:00:00;1;U.S.A.;French Broad;1;883;2,5;2012;Tumbes Coop
;Peru;1-1-2012 00:00:00;1;U.S.A.;French Broad;1;883;3,5;2012;Palo Blanco, Chulucanas
;Peru;1-1-2012 00:00:00;1;U.S.A.;French Broad;1;887;2;2012;Palo Blanco w/ panela, Chulucanas
Forastero (Nacional);Peru;1-1-2011 00:00:00;1;U.S.A.;French Broad;1;781;3,5;2011;Maranon Canyon, Fortunato No. 4
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;French Broad;1;785;3,5;2011;La Red
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Fresco;1;1383;3;2014;Maranon, #228, MR, SC
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Fresco;1;1383;3,5;2014;Maranon, #227, LR, MC
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Fresco;1;1383;3,5;2014;Maranon, #229, MR, LC
Forastero (Nacional);Peru;1-1-2014 00:00:00;1;U.S.A.;Fresco;1;1387;3,5;2014;Maranon, #230, DR, LC
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Fresco;1;1030;3,25;2013;Conacado, #223, MR, SC
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Fresco;1;1081;3,75;2013;Conacado, #224, MR, MC
;Peru;1-1-2013 00:00:00;1;U.S.A.;Fresco;1;1117;3,75;2013;San Martin, Bellavista Coop, #226, DR, MC
Trinitario;Peru;1-1-2013 00:00:00;1;U.S.A.;Fresco;1;1149;4;2013;Bellavista Coop, #225, LR, MC, CG Exclusive
;Papua New Guinea;1-1-2012 00:00:00;1;U.S.A.;Fresco;1;899;3,5;2012;Markham Valley, #219, LR, MC
;Papua New Guinea;1-1-2012 00:00:00;1;U.S.A.;Fresco;1;899;3,5;2012;Markham Valley, #221, DR, MC
Trinitario;Madagascar;1-1-2012 00:00:00;1;U.S.A.;Fresco;1;915;4;2012;Sambirano Valley, #216, MR, LC
Trinitario;Papua New Guinea;1-1-2012 00:00:00;1;U.S.A.;Fresco;1;927;4;2012;Markham Valley, #220, MR, MC
Trinitario;Papua New Guinea;1-1-2012 00:00:00;1;U.S.A.;Fresco;1;931;3;2012;Markham Valley, #222, LR, 0C
Forastero;Ghana;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;636;2,75;2011;Ghana, #211, MR, MC
Trinitario;Jamaica;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;642;3,25;2011;Jamaica, #209, DR, SC
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;642;3,5;2011;Conacado, #212, LR, SC
Trinitario;Jamaica;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;642;3,5;2011;Jamaica, #210, DR, MC
Trinitario;Madagascar;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;682;2,75;2011;Sambirano Valley, #214, LR, MC
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;682;3,25;2011;Conacado, #213, DR, -C
Trinitario;Madagascar;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;688;3;2011;Sambirano Valley, #215, MR, MC
Trinitario;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;745;3,25;2011;Chuao, #218, MR, MC
Trinitario;Venezuela;1-1-2011 00:00:00;1;U.S.A.;Fresco;1;745;4;2011;Chuao, #217, DR, MC
Trinitario;Jamaica;1-1-2009 00:00:00;1;U.S.A.;Fresco;1;370;2,75;2009;Jamaica, #204, DR, SC
Trinitario;Jamaica;1-1-2009 00:00:00;1;U.S.A.;Fresco;1;370;3;2009;Jamaica, #206, DR, LC
Trinitario;Jamaica;1-1-2009 00:00:00;1;U.S.A.;Fresco;1;370;3,25;2009;Jamaica, #205, DR, MC
Criollo;Venezuela;1-1-2009 00:00:00;1;U.S.A.;Fresco;1;370;3,5;2009;Carenero Superior, #203, MR, SC
;Nicaragua;1-1-2016 00:00:00;1;Denmark;Friis Holm;1;1912;3,5;2016;Rugoso, Bad Fermentation
;Nicaragua;1-1-2015 00:00:00;1;Denmark;Friis Holm (Bonnat);1;1680;3;2015;La Dalia
;Nicaragua;1-1-2015 00:00:00;1;Denmark;Friis Holm (Bonnat);1;1680;3,25;2015;La Dalia
;Nicaragua;1-1-2014 00:00:00;1;Denmark;Friis Holm (Bonnat);1;1259;3,5;2014;La Dalia
;Nicaragua;1-1-2013 00:00:00;1;Denmark;Friis Holm (Bonnat);1;1034;3,25;2013;Barba, Xoco
;Nicaragua;1-1-2013 00:00:00;1;Denmark;Friis Holm (Bonnat);1;1034;3,5;2013;Medagla, Xoco
Criollo, Trinitario;Nicaragua;1-1-2012 00:00:00;1;Denmark;Friis Holm (Bonnat);1;895;3,25;2012;Chuno, triple turned, Xoco
Criollo, Trinitario;Honduras;1-1-2012 00:00:00;1;Denmark;Friis Holm (Bonnat);1;899;3,25;2012;Red Mayan, Xoco
Criollo, Trinitario;Nicaragua;1-1-2012 00:00:00;1;Denmark;Friis Holm (Bonnat);1;899;3,25;2012;Chuno, double turned, Xoco
;Nicaragua;1-1-2012 00:00:00;1;Denmark;Friis Holm (Bonnat);1;923;3,75;2012;Rugoso, Xoco
Criollo, Trinitario;Nicaragua;1-1-2011 00:00:00;1;Denmark;Friis Holm (Bonnat);1;623;3,25;2011;Johe, Xoco
Criollo, Trinitario;Nicaragua;1-1-2011 00:00:00;1;Denmark;Friis Holm (Bonnat);1;623;3,5;2011;Chuno, Xoco
Criollo, Trinitario;Nicaragua;1-1-2011 00:00:00;1;Denmark;Friis Holm (Bonnat);1;623;3,5;2011;Nicaliso, Xoco
Beniano;Bolivia;1-1-2016 00:00:00;1;U.S.A.;Fruition;1;1780;3,75;2016;Wild Bolivian, Batch 2
Amazon mix;Costa Rica;1-1-2016 00:00:00;1;U.S.A.;Fruition;1;1780;4;2016;Coto Brus, Heirloom, Batch 1
